360browser.exe,0xb896e0e1
NtProtectVirtualMemoryA,0xbdeeb576
NtProtectVirtualMemoryW,0x493a0027
NtQueryDirectoryFile,0x266aec04
NtQueryDirectoryFileA,0xd492307e
NtQueryDirectoryFileW,0x2046852f
NtQueryInformationFile,0xf675d37d
NtQueryInformationFileA,0xfd9be6d9
NtQueryInformationFileW,0x94f5388
NtQueryInformationProcess,0xa5c44c50
NtQueryInformationProcessA,0xb8170b33
NtQueryInformationProcessW,0x4cc3be62
NtQueryInformationToken,0x6c4e563b
NtQueryInformationTokenA,0x62be39f9
NtQueryInformationTokenW,0x966a8ca8
NtQuerySection,0x2c5917a7
NtQuerySectionA,0x9b47f1d7
NtQuerySectionW,0x6f934486
NtQuerySystemInformation,0x97fd2398
NtQuerySystemInformationA,0x2d9a78de
NtQuerySystemInformationW,0xd94ecd8f
NtQueryValueKey,0x55ba7014
NtQueryValueKeyA,0xc956f086
NtQueryValueKeyW,0x3d8245d7
NtQueryVirtualMemory,0x3f6f38c
NtQueryVirtualMemoryA,0x37d4a773
NtQueryVirtualMemoryW,0xc3001222
NtQueueApcThread,0x235b0390
NtQueueApcThreadA,0x23f556cc
NtQueueApcThreadW,0xd721e39d
NtReadFile,0xa2c81105
NtReadFileA,0xa311a215
NtReadFileW,0x57c51744
NtReadVirtualMemory,0x81223212
NtReadVirtualMemoryA,0x20e1cdf1
NtReadVirtualMemoryW,0xd43578a0
NtResumeThread,0x6273b572
NtResumeThreadA,0x6db0fd2e
NtResumeThreadW,0x9964487f
NtSetContextThread,0xe1453b98
NtSetContextThreadA,0x2decc0c6
NtSetContextThreadW,0xd9387597
NtSetInformationFile,0x62ea7cb7
NtSetInformationFileA,0x86be52d8
NtSetInformationFileW,0x726ae789
NtSetInformationProcess,0x70d371a1
NtSetInformationProcessA,0x7278de84
NtSetInformationProcessW,0x86ac6bd5
NtSetValueKey,0xa566a93e
NtSetValueKeyA,0x121de589
NtSetValueKeyW,0xe6c950d8
NtSuspendThread,0xb19ab602
NtSuspendThreadA,0x3d666511
NtSuspendThreadW,0xc9b2d040
NtUnmapViewOfSection,0x90483ff6
NtUnmapViewOfSectionA,0x8797819d
NtUnmapViewOfSectionW,0x734334cc
NtWaitForSingleObject,0xdd554681
NtWaitForSingleObjectA,0x49bb787b
NtWaitForSingleObjectW,0xbd6fcd2a
NtWriteFile,0x3afbe45b
NtWriteFileA,0x2f5aed13
NtWriteFileW,0xdb8e5842
NtWriteVirtualMemory,0xe4879939
NtWriteVirtualMemoryA,0x8c38911a
NtWriteVirtualMemoryW,0x78ec244b
OemKeyScan,0x7e13bb82
OemKeyScanA,0xd0116f3c
OemKeyScanW,0x24c5da6d
OemToChar,0x14bdd642
OemToCharA,0x4b1f03e1
OemToCharW,0xbfcbb6b0
OemToCharBuff,0x26bd30e1
OemToCharBuffA,0x4f2f155
OemToCharBuffW,0xf0264404
OffsetClipRgn,0xd351ac11
OffsetClipRgnA,0xb9baefd5
OffsetClipRgnW,0x4d6e5a84
OffsetRect,0xa8d34ba
OffsetRectA,0xf867492d
OffsetRectW,0xcb3fc7c
OffsetRgn,0xce77f3e3
OffsetRgnA,0xea145aba
OffsetRgnW,0x1ec0efeb
OffsetViewportOrgEx,0x235e3a5a
OffsetViewportOrgExA,0x5844785b
OffsetViewportOrgExW,0xac90cd0a
OffsetWindowOrgEx,0xa8d2bdcd
OffsetWindowOrgExA,0x36a4f23b
OffsetWindowOrgExW,0xc270476a
OpenBackupEventLog,0x20d0749a
OpenBackupEventLogA,0xc32334a5
OpenBackupEventLogW,0x37f781f4
OpenClipboard,0xb44ddfca
OpenClipboardA,0xa8dcf8fa
OpenClipboardW,0x5c084dab
OpenDesktop,0x505b4c79
OpenDesktopA,0xfa500c5f
OpenDesktopW,0xe84b90e
OpenEvent,0x9c4f963e
OpenEventA,0x1224ccb6
OpenEventW,0xe6f079e7
OpenEventLog,0x58ff97be
OpenEventLogA,0xff58ff97
OpenEventLogW,0xb8c4ac6
OpenFile,0xa25cef4
OpenFileA,0x69038d40
OpenFileW,0x9dd73811
OpenFileById,0xba0e4e3b
OpenFileByIdA,0x626879e1
OpenFileByIdW,0x96bcccb0
OpenFileMapping,0x5b143408
OpenFileMappingA,0xdd59028d
OpenFileMappingW,0x298db7dc
OpenIcon,0xe32ed13f
OpenIconA,0x655c9d67
OpenIconW,0x91882836
OpenInputDesktop,0x26a778e2
OpenInputDesktopA,0x9dfbbaa7
OpenInputDesktopW,0x692f0ff6
OpenJobObject,0x1ff3e46a
OpenJobObjectA,0x7ea1e529
OpenJobObjectW,0x8a755078
OpenMutex,0x492c2eb6
OpenMutexA,0xf192a41c
OpenMutexW,0x546114d
OpenNtmsNotification,0x6df9d758
OpenNtmsNotificationA,0xb604be9a
OpenNtmsNotificationW,0x42d00bcb
OpenNtmsSession,0x78a0aa4
OpenNtmsSessionA,0x2657370
OpenNtmsSessionW,0xf6b1c621
OpenPrinter,0xd4763030
OpenPrinterA,0xf5d4d817
OpenPrinterW,0x1006d46
OpenPrivateNamespace,0xcc4eafb3
OpenPrivateNamespaceA,0x817d3212
OpenPrivateNamespaceW,0x75a98743
OpenProcess,0xdf27514b
OpenProcessA,0x320821c2
OpenProcessW,0xc6dc9493
OpenSCManager,0x1b56f6b7
OpenSCManagerA,0x86c7ee52
OpenSCManagerW,0x72135b03
OpenSemaphore,0xc169927a
OpenSemaphoreA,0x63c86f3b
OpenSemaphoreW,0x971cda6a
OpenService,0xb8a7d30f
OpenServiceA,0x43de24c9
OpenServiceW,0xb70a9198
OpenThread,0xb85486ff
OpenThreadA,0xfe632580
OpenThreadW,0xab790d1
OpenThreadWaitChainSession,0xfc580a0a
OpenThreadWaitChainSessionA,0x33f02f9f
OpenThreadWaitChainSessionW,0xc7249ace
OpenTrace,0x96ba4938
OpenTraceA,0xfb4d9c5c
OpenTraceW,0xf99290d
OpenWaitableTimer,0x84d250f
OpenWaitableTimerA,0x436ece3f
OpenWaitableTimerW,0xb7ba7b6e
OpenWindowStation,0x48b9836f
OpenWindowStationA,0xe9c5bc1
OpenWindowStationW,0xfa48ee90
OutputDebugString,0xb07747dd
OutputDebugStringA,0x2b0b47a5
OutputDebugStringW,0xdfdff2f4
PR_Write,0x31ecc55
PR_WriteA,0xc8db253c
PR_WriteW,0x3c0f906d
PackDDElParam,0xb18df159
PackDDElParamA,0xc1dffa2a
PackDDElParamW,0x350b4f7b
PaintDesktop,0x1c0ddc3b
PaintDesktopA,0x62ce7a73
PaintDesktopW,0x961acf22
PaintRgn,0x1fef806a
PaintRgnA,0x7ea1f94d
PaintRgnW,0x8a754c1c
PatBlt,0x107d0842
PatBltA,0x4b1bc33f
PatBltW,0xbfcf766e
PathToRegion,0xdb734716
PathToRegionA,0x27d6589d
PathToRegionW,0xd302edcc
PdhAddCounter,0x70183114
PdhAddCounterA,0xc97352c7
PdhAddCounterW,0x3da7e796
PdhAddEnglishCounter,0x146df93f
PdhAddEnglishCounterA,0x65abde4f
PdhAddEnglishCounterW,0x917f6b1e
PdhBindInputDataSource,0x7205eaed
PdhBindInputDataSourceA,0xd1005a4
PdhBindInputDataSourceW,0xf9c4b0f5
PdhBrowseCounters,0xc6505814
PdhBrowseCountersA,0xc9c51aae
PdhBrowseCountersW,0x3d11afff
PdhBrowseCountersH,0xb019a20a
PdhBrowseCountersHA,0x33bc6e37
PdhBrowseCountersHW,0xc768db66
PdhCalculateCounterFromRawValue,0x52ecafbd
PdhCalculateCounterFromRawValueA,0x665bbd15
PdhCalculateCounterFromRawValueW,0x928f0844
PdhCloseLog,0xc491df77
PdhCloseLogA,0x1d7cebcb
PdhCloseLogW,0xe9a85e9a
PdhCloseQuery,0xa74b1450
PdhCloseQueryA,0xb815846b
PdhCloseQueryW,0x4cc1313a
PdhCollectQueryData,0x9e6a6a29
PdhCollectQueryDataA,0x91f56c8d
PdhCollectQueryDataW,0x6521d9dc
PdhCollectQueryDataEx,0x7b28d976
PdhCollectQueryDataExA,0x6ac4625b
PdhCollectQueryDataExW,0x9e10d70a
PdhCollectQueryDataWithTime,0xfd5a6827
PdhCollectQueryDataWithTimeA,0x762e7188
PdhCollectQueryDataWithTimeW,0x82fac4d9
PdhComputeCounterStatistics,0xa8c6302a
PdhComputeCounterStatisticsA,0x8ca916d
PdhComputeCounterStatisticsW,0xfc1e243c
PdhConnectMachine,0x94b4e60
PdhConnectMachineA,0x9e62b49d
PdhConnectMachineW,0x6ab601cc
PdhEnumLogSetNames,0xb56e4d43
PdhEnumLogSetNamesA,0x3cb9e0ec
PdhEnumLogSetNamesW,0xc86d55bd
PdhEnumMachines,0xe27f8bf7
PdhEnumMachinesA,0xf0e286bf
PdhEnumMachinesW,0x43633ee
PdhEnumMachinesH,0x893e3e1b
PdhEnumMachinesHA,0x59356959
PdhEnumMachinesHW,0xade1dc08
PdhEnumObjectItems,0x1b628868
PdhEnumObjectItemsA,0x90ab1569
PdhEnumObjectItemsW,0x647fa038
PdhEnumObjectItemsH,0xe977adcd
PdhEnumObjectItemsHA,0x36e5572b
PdhEnumObjectItemsHW,0xc231e27a
PdhEnumObjects,0x6f8480eb
PdhEnumObjectsA,0xe46e21fb
PdhEnumObjectsW,0x10ba94aa
PdhEnumObjectsH,0x9db2995f
PdhEnumObjectsHA,0x28906077
PdhEnumObjectsHW,0xdc44d526
PdhExpandCounterPath,0x3cfac72b
PdhExpandCounterPathA,0x7f599d0c
PdhExpandCounterPathW,0x8b8d285d
PdhExpandWildCardPath,0xf3efa2f
PdhExpandWildCardPathA,0x78079d28
PdhExpandWildCardPathW,0x8cd32879
PdhExpandWildCardPathH,0x1db258c
PdhExpandWildCardPathHA,0x37d68aa5
PdhExpandWildCardPathHW,0xc3023ff4
PdhFormatFromRawValue,0xb39bb91f
PdhFormatFromRawValueA,0x5e6208c7
PdhFormatFromRawValueW,0xaab6bd96
PdhGetCounterInfo,0x6a3b47ac
PdhGetCounterInfoA,0xcd34a0f
PdhGetCounterInfoW,0xf807ff5e
PdhGetCounterTimeBase,0x8155f9cf
PdhGetCounterTimeBaseA,0xd8831453
PdhGetCounterTimeBaseW,0x2c57a102
PdhGetDataSourceTimeRange,0x4268962e
PdhGetDataSourceTimeRangeA,0xf4dfbd2
PdhGetDataSourceTimeRangeW,0xfb994e83
PdhGetDataSourceTimeRangeH,0x76914376
PdhGetDataSourceTimeRangeHA,0x6ac9dbc1
PdhGetDataSourceTimeRangeHW,0x9e1d6e90
PdhGetDefaultPerfCounter,0x60596b87
PdhGetDefaultPerfCounterA,0xa065d163
PdhGetDefaultPerfCounterW,0x54b16432
PdhGetDefaultPerfCounterH,0xd9b969c7
PdhGetDefaultPerfCounterHA,0xd60070f1
PdhGetDefaultPerfCounterHW,0x22d4c5a0
PdhGetDefaultPerfObject,0x2c12a4d
PdhGetDefaultPerfObjectA,0xdbb6628c
PdhGetDefaultPerfObjectW,0x2f62d7dd
PdhGetDefaultPerfObjectH,0xa26ada28
PdhGetDefaultPerfObjectHA,0xe6ce5cab
PdhGetDefaultPerfObjectHW,0x121ae9fa
PdhGetDllVersion,0x2a5fca8b
PdhGetDllVersionA,0xa9999be9
PdhGetDllVersionW,0x5d4d2eb8
PdhGetFormattedCounterArray,0x71a13efa
PdhGetFormattedCounterArrayA,0x8ec024b7
PdhGetFormattedCounterArrayW,0x7a1491e6
PdhGetFormattedCounterValue,0xcdda8879
PdhGetFormattedCounterValueA,0xfacd8d9b
PdhGetFormattedCounterValueW,0xe1938ca
PdhGetLogFileSize,0x9ee95217
PdhGetLogFileSizeA,0x5094f21e
PdhGetLogFileSizeW,0xa440474f
PdhGetRawCounterArray,0xcbb10c0b
PdhGetRawCounterArrayA,0x44c0f60f
PdhGetRawCounterArrayW,0xb014435e
PdhGetRawCounterValue,0x77caba88
PdhGetRawCounterValueA,0x30cd5f23
PdhGetRawCounterValueW,0xc419ea72
PdhIsRealTimeQuery,0x61b73a40
PdhIsRealTimeQueryA,0xa5646821
PdhIsRealTimeQueryW,0x51b0dd70
PdhLookupPerfIndexByName,0x3d9a5b83
PdhLookupPerfIndexByNameA,0xa755d64a
PdhLookupPerfIndexByNameW,0x5381631b
PdhLookupPerfNameByIndex,0x87a09d26
PdhLookupPerfNameByIndexA,0x153bbeb
PdhLookupPerfNameByIndexW,0xf5870eba
PdhMakeCounterPath,0x9e5baea4
PdhMakeCounterPathA,0x2fca2d4
PdhMakeCounterPathW,0xf6281785
PdhOpenLog,0x236602f3
PdhOpenLogA,0xf74e5b2f
PdhOpenLogW,0x39aee7e
PdhOpenQuery,0xc60081
PdhOpenQueryA,0x4966eb3d
PdhOpenQueryW,0xbdb25e6c
PdhOpenQueryH,0x30ba5399
PdhOpenQueryHA,0x5a3a0f38
PdhOpenQueryHW,0xaeeeba69
PdhParseCounterPath,0x2bbb050d
PdhParseCounterPathA,0xad435933
PdhParseCounterPathW,0x5997ec62
PdhParseInstanceName,0x86d59520
PdhParseInstanceNameA,0xe8316bd6
PdhParseInstanceNameW,0x1ce5de87
PdhReadRawLogRecord,0x1ba5c992
PdhReadRawLogRecordA,0xcdc3c92a
PdhReadRawLogRecordW,0x39177c7b
PdhRemoveCounter,0xb9ee4954
PdhRemoveCounterA,0xbf66e52f
PdhRemoveCounterW,0x4bb2507e
PdhSelectDataSource,0xf9494755
PdhSelectDataSourceA,0xc82172b7
PdhSelectDataSourceW,0x3cf5c7e6
PdhSetCounterScaleFactor,0x5dc8215
PdhSetCounterScaleFactorA,0xbe01a6e2
PdhSetCounterScaleFactorW,0x4ad513b3
PdhSetDefaultRealTimeDataSource,0xb18d044c
PdhSetDefaultRealTimeDataSourceA,0xac021e34
PdhSetDefaultRealTimeDataSourceW,0x58d6ab65
PdhSetQueryTimeRange,0xb93a081d
PdhSetQueryTimeRangeA,0xb066c85a
PdhSetQueryTimeRangeW,0x44b27d0b
PdhUpdateLog,0x5ceaaf4
PdhUpdateLogA,0x690c6624
PdhUpdateLogW,0x9dd8d375
PdhUpdateLogFileCatalog,0xacac1d78
PdhUpdateLogFileCatalogA,0x8dabcb98
PdhUpdateLogFileCatalogW,0x797f7ec9
PdhValidatePath,0xd3ef2e16
PdhValidatePathA,0x27dec4f4
PdhValidatePathW,0xd30a71a5
PdhValidatePathEx,0x52473b46
PdhValidatePathExA,0x4c343d15
PdhValidatePathExW,0xb8e08844
PeekConsoleInput,0xf4e1d06c
PeekConsoleInputA,0x97295228
PeekConsoleInputW,0x63fde779
PeekMessage,0x5bee0d67
PeekMessageA,0x54847d
PeekMessageW,0xf480312c
PeekMessageAA,0xfd6dc78e
PeekMessageAW,0x9b972df
PeekMessageWA,0xe1f57259
PeekMessageWW,0x1521c708
PeekNamedPipe,0xf49ca6cb
PeekNamedPipeA,0xdf9b1915
PeekNamedPipeW,0x2b4fac44
PhysicalToLogicalPoint,0x50b7fbcd
PhysicalToLogicalPointA,0x365c977d
PhysicalToLogicalPointW,0xc288222c
Pie,0x1a1ab29b
PieA,0xb41ecef5
PieW,0x40ca7ba4
PlayEnhMetaFile,0x487000db
PlayEnhMetaFileA,0xc290e5d7
PlayEnhMetaFileW,0x36445086
PlayEnhMetaFileRecord,0xf1d70aaf
PlayEnhMetaFileRecordA,0x9541f7f8
PlayEnhMetaFileRecordW,0x619542a9
PlayMetaFile,0x2d5b613a
PlayMetaFileA,0x15f81c58
PlayMetaFileW,0xe12ca909
PlayMetaFileRecord,0xb1b2bd81
PlayMetaFileRecordA,0x49d79f80
PlayMetaFileRecordW,0xbd032ad1
PlgBlt,0xaa413482
PlgBltA,0xd0c53db3
PlgBltW,0x241188e2
PolyBezier,0xd1b7ecb8
PolyBezierA,0x16b212d9
PolyBezierW,0xe266a788
PolyBezierTo,0xc7a3ad32
PolyBezierToA,0x1bc96ca6
PolyBezierToW,0xef1dd9f7
PolyDraw,0x378a9011
PolyDrawA,0xb95e34e9
PolyDrawW,0x4d8a81b8
PolyPolygon,0xafe80cce
PolyPolygonA,0xafaa9930
PolyPolygonW,0x5b7e2c61
PolyPolyline,0x40258652
PolyPolylineA,0x56fc8bd5
PolyPolylineW,0xa2283e84
PolyTextOut,0xe627f6dd
PolyTextOutA,0x2b5d1714
PolyTextOutW,0xdf89a245
Polygon,0x819188e
PolygonA,0xd9d129b4
PolygonW,0x2d059ce5
Polyline,0x365e36d6
PolylineA,0xbc5fb75c
PolylineW,0x488b020d
PolylineTo,0x5adb3738
PolylineToA,0xfb81fd22
PolylineToW,0xf554873
PostMessage,0x368d85d2
PostMessageA,0xbb32a0f6
PostMessageW,0x4fe615a7
PostQueuedCompletionStatus,0xcd6df7e8
PostQueuedCompletionStatusA,0x7dc59936
PostQueuedCompletionStatusW,0x89112c67
PostQuitMessage,0x369744fb
PostQuitMessageA,0xf980225b
PostQuitMessageW,0xd54970a
PostThreadMessage,0x5d89e52e
PostThreadMessageA,0xf521aa1
PostThreadMessageW,0xfb86aff0
PreFetchCacheLine,0x887dc35b
PreFetchCacheLineA,0x2fe86b34
PreFetchCacheLineW,0xdb3cde65
PrepareTape,0x7e45aa73
PrepareTapeA,0x1aabfba7
PrepareTapeW,0xee7f4ef6
PrintDlg,0xcb5ab894
PrintDlgA,0x2470936e
PrintDlgW,0xd0a4263f
PrintDlgEx,0x429eef4b
PrintDlgExA,0x3295987c
PrintDlgExW,0xc6412d2d
PrintWindow,0xf189156b
PrintWindowA,0x948af4e
PrintWindowW,0xfd9c1a1f
PrinterProperties,0xefd2af32
PrinterPropertiesA,0x1be11da4
PrinterPropertiesW,0xef35a8f5
PrivateExtractIcons,0x3b73afba
PrivateExtractIconsA,0xf856b7b6
PrivateExtractIconsW,0xc8202e7
Process32First,0x267cf1a5
Process32FirstA,0x7543b51d
Process32FirstW,0x8197004c
Process32First/Process32Next,0x564d60b
Process32First/Process32NextA,0x440e23d5
Process32First/Process32NextW,0xb0da9684
Process32Next,0x28ed5c0
Process32NextA,0x48bfd2ee
Process32NextW,0xbc6b67bf
ProcessTrace,0x5a678373
ProcessTraceA,0x1a8fd98e
ProcessTraceW,0xee5b6cdf
PropEnumProc,0x1bb0cbd0
PropEnumProcA,0x5511fc94
PropEnumProcW,0xa1c549c5
PropEnumProcEx,0x1f879526
PropEnumProcExA,0x1cb9ce3
PropEnumProcExW,0xf51f29b2
PtInRect,0x10d609bc
PtInRectA,0x111eb725
PtInRectW,0xe5ca0274
PtInRegion,0xa386c77a
PtInRegionA,0x63aa806e
PtInRegionW,0x977e353f
PtVisible,0x9420c409
PtVisibleA,0xaa9106eb
PtVisibleW,0x5e45b3ba
PulseEvent,0xde1a5bb1
PulseEventA,0x6f6107ca
PulseEventW,0x9bb5b29b
PurgeComm,0x6645bf30
PurgeCommA,0xf566eb98
PurgeCommW,0x1b25ec9
QueryAllTraces,0xdebce5d7
QueryAllTracesA,0xcbb06519
QueryAllTracesW,0x3f64d048
QueryDepthSList,0xbbc74dca
QueryDepthSListA,0xa8d37268
QueryDepthSListW,0x5c07c739
QueryDosDevice,0x38f3fa72
QueryDosDeviceA,0x6dea7d61
QueryDosDeviceW,0x993ec830
QueryFullProcessImageName,0x8b2b102a
QueryFullProcessImageNameA,0x8e97c4d
QueryFullProcessImageNameW,0xfc3dc91c
QueryIdleProcessorCycleTime,0x2ddebe0f
QueryIdleProcessorCycleTimeA,0x434b5da4
QueryIdleProcessorCycleTimeW,0xb79fe8f5
QueryInformationJobObject,0x31c75f9a
QueryInformationJobObjectA,0xc332238e
QueryInformationJobObjectW,0x37e696df
QueryPerformanceCounter,0xad56b042
QueryPerformanceCounterA,0x4ba6e887
QueryPerformanceCounterW,0xbf725dd6
QueryPerformanceFrequency,0x3fd5eecf
QueryPerformanceFrequencyA,0xd83d9444
QueryPerformanceFrequencyW,0x2ce92115
QueryProcessCycleTime,0xf2cf33d1
QueryProcessCycleTimeA,0x22ffb3fa
QueryProcessCycleTimeW,0xd62b06ab
QueryRecoveryAgentsOnEncryptedFile,0xf86b0227
QueryRecoveryAgentsOnEncryptedFileA,0x762b40e2
QueryRecoveryAgentsOnEncryptedFileW,0x82fff5b3
QueryServiceConfig,0x69e026c4
QueryServiceConfigA,0x4fb97804
QueryServiceConfigW,0xbb6dcd55
QueryServiceConfig2,0x86b55882
QueryServiceConfig2A,0xd0e9c9df
QueryServiceConfig2W,0x243d7c8e
QueryServiceLockStatus,0x4ce5add5
QueryServiceLockStatusA,0x252c5d7d
QueryServiceLockStatusW,0xd1f8e82c
QueryServiceStatus,0xc66a6ca4
QueryServiceStatusA,0x2a49316
QueryServiceStatusW,0xf6702647
QueryServiceStatusEx,0x1c66c245
QueryServiceStatusExA,0xd5734d56
QueryServiceStatusExW,0x21a7f807
QueryThreadCycleTime,0xfe5adea1
QueryThreadCycleTimeA,0x72f6572b
QueryThreadCycleTimeW,0x8622e27a
QueryTrace,0xf6013df6
QueryTraceA,0x87f1c89f
QueryTraceW,0x73257dce
QueryUsersOnEncryptedFile,0x19ff71cb
QueryUsersOnEncryptedFileA,0xdf767ac2
QueryUsersOnEncryptedFileW,0x2ba2cf93
QueryWorkingSet,0xe17944d9
QueryWorkingSetA,0x2c378dbf
QueryWorkingSetW,0xd8e338ee
QueryWorkingSetEx,0xb3424a17
QueryWorkingSetExA,0x50b95906
QueryWorkingSetExW,0xa46dec57
QueueUserAPC,0xe064a10
QueueUserAPCA,0xce6088a5
QueueUserAPCW,0x3ab43df4
QueueUserWorkItem,0x9333a385
QueueUserWorkItemA,0x4e98da87
QueueUserWorkItemW,0xba4c6fd6
RaiseException,0x3a7fc013
RaiseExceptionA,0x575da095
RaiseExceptionW,0xa38915c4
ReOpenFile,0x2798eb75
ReOpenFileA,0xf39183d3
ReOpenFileW,0x7453682
ReadConsole,0x7f008cf
ReadConsoleA,0xd805b1a2
ReadConsoleW,0x2cd104f3
ReadConsoleInput,0x4d9daf21
ReadConsoleInputA,0x9ffd137a
ReadConsoleInputW,0x6b29a62b
ReadConsoleOutput,0x9895f62a
ReadConsoleOutputA,0x8fac2ab
ReadConsoleOutputW,0xfc2e77fa
ReadConsoleOutputAttribute,0x1a95b51d
ReadConsoleOutputAttributeA,0xb0c567e7
ReadConsoleOutputAttributeW,0x4411d2b6
ReadConsoleOutputCharacter,0x7395ead2
ReadConsoleOutputCharacterA,0xbb77b899
ReadConsoleOutputCharacterW,0x4fa30dc8
ReadDirectoryChangesW,0x38624142
ReadDirectoryChangesWA,0x4b33dc76
ReadDirectoryChangesWW,0xbfe76927
ReadEventLog,0x892c39c1
ReadEventLogA,0x3f334094
ReadEventLogW,0xcbe7f5c5
ReadFile,0x95c03d0
ReadFileA,0x5503105c
ReadFileW,0xa1d7a50d
ReadFileEx,0x8a38cd48
ReadFileExA,0xab546fe4
ReadFileExW,0x5f80dab5
ReadFileScatter,0x19fb6b43
ReadFileScatterA,0x3c1575ca
ReadFileScatterW,0xc8c1c09b
ReadGlobalPwrPolicy,0x436e6fa1
ReadGlobalPwrPolicyA,0x724b639a
ReadGlobalPwrPolicyW,0x869fd6cb
ReadPrinter,0xbcbfbe94
ReadPrinterA,0x24077668
ReadPrinterW,0xd0d3c339
ReadProcessMemory,0xf7c7ae42
ReadProcessMemoryA,0x4bfc7999
ReadProcessMemoryW,0xbf28ccc8
ReadProcessorPwrScheme,0xc8bab9f6
ReadProcessorPwrSchemeA,0x87cf731b
ReadProcessorPwrSchemeW,0x731bc64a
ReadPwrScheme,0x39b80b71
ReadPwrSchemeA,0xf4e2672a
ReadPwrSchemeW,0x36d27b
RealChildWindowFromPoint,0x576b28fd
RealChildWindowFromPointA,0x10827b02
RealChildWindowFromPointW,0xe456ce53
RealGetWindowClass,0xccaa9e4b
RealGetWindowClassA,0x321bac0d
RealGetWindowClassW,0xc6cf195c
RealizePalette,0xa87bb290
RealizePaletteA,0x237e767d
RealizePaletteW,0xd7aac32c
RectInRegion,0x49deaeb1
RectInRegionA,0x6ff6c33f
RectInRegionW,0x9b22766e
RectVisible,0x190e368d
RectVisibleA,0x40c96f20
RectVisibleW,0xb41dda71
Rectangle,0xcee8783a
RectangleA,0x151baf41
RectangleW,0xe1cf1a10
Recv,0xf9eafd93
RecvA,0xba26b688
RecvW,0x4ef203d9
RedrawWindow,0x844b6417
RedrawWindowA,0x508e5028
RedrawWindowW,0xa45ae579
RegCloseKey,0xa9290135
RegCloseKeyA,0x85c373a9
RegCloseKeyW,0x7117c6f8
RegConnectRegistry,0x664bb200
RegConnectRegistryA,0xd3bfd539
RegConnectRegistryW,0x276b6068
RegCopyTree,0x57ddaed3
RegCopyTreeA,0xcc54c04b
RegCopyTreeW,0x3880751a
RegCreateKey,0xe7574478
RegCreateKeyA,0x8de030c1
RegCreateKeyW,0x79348590
RegCreateKeyEx,0x45ec191
RegCreateKeyExA,0x54d56398
RegCreateKeyExW,0xa001d6c9
RegCreateKeyTransacted,0xb43644fb
RegCreateKeyTransactedA,0xf902835b
RegCreateKeyTransactedW,0xdd6360a
RegDeleteKey,0xfb411646
RegDeleteKeyA,0x4c9d3b38
RegDeleteKeyW,0xb8498e69
RegDeleteKeyEx,0xc0fef622
RegDeleteKeyExA,0x6792199
RegDeleteKeyExW,0xf2ad94c8
RegDeleteKeyTransacted,0x84025196
RegDeleteKeyTransactedA,0xca31aaab
RegDeleteKeyTransactedW,0x3ee51ffa
RegDeleteKeyValue,0xf8670d1b
RegDeleteKeyValueA,0x5944306a
RegDeleteKeyValueW,0xad90853b
RegDeleteTree,0x87fa7088
RegDeleteTreeA,0x303d6fe9
RegDeleteTreeW,0xc4e9dab8
RegDeleteValue,0x714109f7
RegDeleteValueA,0xf071b83d
RegDeleteValueW,0x4a50d6c
RegDisablePredefinedCache,0x76b98f52
RegDisablePredefinedCacheA,0x56ca17dc
RegDisablePredefinedCacheW,0xa21ea28d
RegDisablePredefinedCacheEx,0x6783876f
RegDisablePredefinedCacheExA,0xeb361c5
RegDisablePredefinedCacheExW,0xfa67d494
RegDisableReflectionKey,0x68ed4043
RegDisableReflectionKeyA,0x3c6463e1
RegDisableReflectionKeyW,0xc8b0d6b0
RegEnableReflectionKey,0x552f968c
RegEnableReflectionKeyA,0x37827e16
RegEnableReflectionKeyW,0xc356cb47
RegEnumKey,0x39e1384
RegEnumKeyA,0x390f47a1
RegEnumKeyW,0xcddbf2f0
RegEnumKeyEx,0x49584fbe
RegEnumKeyExA,0xff49584f
RegEnumKeyExW,0xb9ded1e
RegEnumValue,0xf8e7b06b
RegEnumValueA,0x941c1eb
RegEnumValueW,0xfd9574ba
RegFlushKey,0xb1eef671
RegFlushKeyA,0xf46a31d7
RegFlushKeyW,0xbe8486
RegGetValue,0x3468911c
RegGetValueA,0xc7ecaa55
RegGetValueW,0x33381f04
RegLoadAppKey,0xd02d9052
RegLoadAppKeyA,0x566c83c3
RegLoadAppKeyW,0xa2b83692
RegLoadKey,0xb532fb3a
RegLoadKeyA,0x156075c2
RegLoadKeyW,0xe1b4c093
RegLoadMUIString,0xc414716c
RegLoadMUIStringA,0x9719a789
RegLoadMUIStringW,0x63cd12d8
RegNotifyChangeKeyValue,0x301462a5
RegNotifyChangeKeyValueA,0x7555dd8e
RegNotifyChangeKeyValueW,0x818168df
RegOpenCurrentUser,0x979c3ab8
RegOpenCurrentUserA,0x16f4390f
RegOpenCurrentUserW,0xe2208c5e
RegOpenKey,0xec67174d
RegOpenKeyA,0xdb58c4b1
RegOpenKeyW,0x2f8c71e0
RegOpenKeyEx,0x540d0859
RegOpenKeyExA,0xc13a7ad3
RegOpenKeyExW,0x35eecf82
RegOpenKeyTransacted,0xf6f977b3
RegOpenKeyTransactedA,0x814785ca
RegOpenKeyTransactedW,0x7593309b
RegOpenUserClassesRoot,0x2dbfe3d8
RegOpenUserClassesRootA,0x5bfc7b8e
RegOpenUserClassesRootW,0xaf28cedf
